UNIQ_ID;OBJECTID_1
53364559;647989
52684489;648081
52683164;648121
52666429;648261
52666925;648277
52667420;648299
52662442;648307
52665677;648341
52701014;648414
52701949;648415
52703456;648420
52702930;648427
52703467;648430
52703487;648433
52702499;648439
52702058;648452
52699339;648471
52716104;648636
52719066;648698
52719550;648713
53367694;648735
52695482;648738
52690590;648754
52691909;648755
52741732;648881
52753569;649040
52792406;649094
52792775;649096
52793823;649108
52793881;649115
52795558;649142
53385341;649165
52794773;649169
52800666;649237
52802080;649240
53386853;649244
52802914;649261
53386982;649265
52803021;649273
53421240;649483
53017972;649494
53022840;649552
53431969;649577
53052672;649583
53102437;649610
52407503;649859
52404830;649885
52405393;649920
52407730;649941
52404990;649963
52412214;650026
52410056;650107
52409624;650141
52416860;650186
53323592;650636
52445703;650813
52426898;651056
52463777;651157
52465136;651187
53331876;651503
52496891;651631
52489439;651766
52488619;651768
52488714;651771
52538885;651981
53335762;652073
52648232;653164
52645499;653190
52652477;653199
52646468;653207
52648002;653233
52649792;653236
52646991;653267
52646625;653275
52648192;653276
52648986;653301
53360541;653302
52649013;653311
52648946;653313
52647633;653320
52649955;653325
52649618;653352
52655608;653388
53361484;653399
53361485;653400
52657019;653402
52657526;653411
52658462;653418
52654831;653448
52657590;653454
52658447;653459
52654391;653465
52653451;653483
52653000;653484
53361059;653498
52657661;653533
52653543;653541
52652198;653599
52656938;653616
52656981;653636
52654228;653643
53361565;653653
52659328;653659
52666948;653696
52666949;653697
52679003;653787
52682942;653859
52682501;653887
52685376;653924
52663050;654053
52660415;654086
52667463;654114
52667467;654115
52664370;654179
52703503;654205
52697938;654253
52701216;654259
52704161;654293
53368431;654509
52692342;654543
52695653;654546
52733668;654620
52731804;654624
52728764;654646
53375473;654665
53373277;654714
52726880;654746
53379900;654798
52753687;654844
52753528;654864
52798318;654935
52794704;654968
53387419;654996
52801051;655002
52795827;655009
52803857;655039
52802985;655059
52802995;655060
53050328;655340
53115428;655566
52652608;655690
51663564;655731
53183695;655732
51663507;655735
53183140;655750
51664041;655753
52404504;655803
52407623;655817
52413118;655837
52408474;655842
52408588;655850
52410068;655855
53316958;655859
52415965;655887
52416841;655889
52443376;655998
52461836;656146
53326876;656148
52460592;656162
52466042;656200
52459469;656202
52496063;656271
52494553;656275
52494460;656280
52495493;656285
52496517;656286
52495008;656289
52490388;656294
52490879;656295
53332461;656301
52495055;656308
52492780;656311
52496833;656317
52489490;656353
52539800;656433
52537552;656436
53342800;656499
52648246;656784
52650057;656786
52646895;656789
52651100;656805
52648132;656809
52648148;656810
52647895;656813
52647032;656816
52647514;656819
52649814;656821
52647959;656824
52651218;656844
52647540;656853
52647168;656868
52656065;656871
52648685;656884
52654329;656897
52654371;656910
53361269;656923
52652072;656931
53360862;656932
52659051;656936
52652152;656941
52655580;656966
52658369;656968
52657876;656969
52656995;656974
52671402;656983
52671389;656986
52670916;656987
52667759;656989
52666961;656991
53362637;656997
52667868;656998
52668401;657001
52668528;657003
52676670;657031
52677607;657035
52677601;657036
52679612;657048
52685279;657054
53365030;657057
52681963;657060
52684100;657074
52685414;657082
52685425;657083
52686325;657090
52685633;657106
52689361;657111
52665962;657121
52662648;657125
52666481;657130
53363177;657135
52666007;657136
52666520;657144
52661080;657168
52701036;657184
52703473;657185
52701999;657189
52702036;657190
52702126;657207
52704197;657219
52705573;657242
53371577;657290
52690859;657295
52691402;657312
52733200;657345
52727291;657358
52719963;657377
52762502;657379
52769099;657395
52755083;657398
52754641;657400
52794295;657439
52799102;657440
52794851;657444
52794389;657451
52800624;657454
52800625;657455
52802923;657468
52956782;657479
52958942;657488
52986619;657502
52963003;657512
53016005;657545
53048382;657558
53051303;657572
53101905;657582
53445298;657609
53134080;657624
53153530;657636
53155973;657637
53155984;657638
53163919;657645
53179385;657664
53177298;657670
52716451;1030069
52451656;1030634
52794688;1031490
